,,CPU,,,,Net Read KBPS,,,,Net Write KBPS,,,,Disk Read KBPS,,,,Disk Write KBPS,
,Mode A,Mode B,Mode C,,Mode A,Mode B,Mode C,,Mode A,Mode B,Mode C,,Mode A,Mode B,Mode C,,Mode A,Mode B,Mode C
25,21,20,20,25,2,2,2,25,0,0,0,25,579,551,551,25,1702,246,16
25,1,21,1,25,0,68,0,25,0,1770,0,25,259,4135,0,25,13,1179,6
25,29,43,8,25,48,150,1,25,1124,3865,0,25,4074,1828,515,25,87,3218,15
25,39,41,62,25,72,152,75,25,1787,3964,1846,25,1556,1501,6301,25,2364,1246,3659
25,37,32,33,25,69,134,65,25,1659,3308,1518,25,1337,1228,1225,25,196,544,187
25,31,27,31,25,66,135,63,25,1551,3329,1461,25,4370,1004,1134,25,803,2039,296
25,35,23,31,25,71,130,66,25,1755,3182,1534,25,1178,1060,1136,25,6608,4968,6659
25,27,22,28,25,69,140,75,25,1685,3516,1860,25,1062,1019,1008,25,1489,2628,2787
25,32,22,30,25,78,136,71,25,2006,3477,1845,25,1037,875,1109,25,1430,1378,2539
25,24,23,26,25,71,139,70,25,1782,3488,1676,25,958,1217,855,25,1445,1070,5927
25,24,23,24,25,71,129,68,25,1739,3126,1636,25,979,945,923,25,1435,1116,2587
25,21,22,22,25,71,134,64,25,1706,3306,1491,25,731,728,1078,25,1508,1340,2402
25,20,21,23,25,70,144,73,25,1697,3584,1814,25,978,771,822,25,990,1082,2823
25,18,22,22,25,70,135,79,25,1685,3291,1950,25,642,749,757,25,1078,1146,1988
25,22,22,21,25,79,139,69,25,1982,3441,1654,25,658,714,751,25,1185,1320,2138
25,22,19,19,25,76,139,69,25,1911,3501,1658,25,980,654,646,25,1024,1065,2033
25,16,19,18,25,70,138,65,25,1738,3369,1496,25,574,590,648,25,941,974,2332
25,17,18,18,25,71,141,69,25,1758,3487,1646,25,514,518,680,25,1058,1182,1813
25,14,17,19,25,63,134,67,25,1495,3260,1574,25,506,593,659,25,974,1096,1843
25,16,18,18,25,64,153,70,25,1496,3948,1663,25,635,498,488,25,1067,805,1733
25,17,17,17,25,68,140,77,25,1687,3457,1920,25,595,533,515,25,737,800,1474
25,15,15,17,25,69,141,70,25,1650,3530,1675,25,453,438,541,25,872,914,1651
25,15,16,17,25,71,131,73,25,1732,3217,1772,25,480,505,477,25,754,716,1531
25,15,17,16,25,67,139,65,25,1570,3429,1509,25,507,546,558,25,732,1554,1752
25,16,15,15,25,69,127,67,25,1635,3055,1568,25,523,408,410,25,914,3187,1514
25,15,15,14,25,78,135,69,25,1983,3320,1648,25,459,509,478,25,637,802,1447
25,15,12,15,25,73,134,69,25,1798,3300,1623,25,379,362,368,25,756,779,1517
25,15,13,15,25,66,137,74,25,1550,3353,1824,25,778,474,588,25,4111,626,1354
25,15,15,14,25,67,131,65,25,1603,3144,1529,25,476,461,408,25,852,806,1174
25,10,15,16,25,70,137,68,25,1694,3368,1628,25,302,450,451,25,648,600,1190
25,15,13,13,25,71,138,64,25,1728,3410,1470,25,349,384,947,25,918,626,1571
25,14,14,13,25,73,153,71,25,1810,3926,1726,25,326,345,322,25,774,688,1136
25,14,14,12,25,74,139,71,25,1835,3394,1737,25,389,365,373,25,506,843,1385
25,12,14,13,25,70,132,70,25,1658,3225,1701,25,275,386,346,25,840,672,1385
25,13,12,12,25,66,142,69,25,1566,3507,1663,25,368,299,266,25,602,663,1119
25,15,11,14,25,71,135,72,25,1714,3317,1805,25,341,290,301,25,705,826,924
25,12,13,12,25,72,127,69,25,1754,3055,1667,25,342,334,296,25,506,577,1211
25,13,12,14,25,74,134,73,25,1810,3254,1800,25,307,298,378,25,552,540,1084
25,13,12,13,25,70,142,70,25,1670,3509,1719,25,294,296,339,25,757,519,942
25,11,11,12,25,71,140,71,25,1724,3483,1777,25,317,261,254,25,560,700,982
25,13,11,12,25,74,142,71,25,1851,3585,1719,25,297,296,274,25,504,513,1300
25,12,14,13,25,64,144,69,25,1515,3566,1652,25,623,358,307,25,599,626,1062
25,13,11,14,25,73,139,72,25,1813,3406,1779,25,318,219,274,25,596,624,4218
25,13,11,12,25,78,139,66,25,1970,3468,1565,25,318,274,259,25,488,445,1093
25,10,11,12,25,68,144,70,25,1626,3561,1685,25,208,235,266,25,579,621,1068
25,12,10,12,25,69,144,62,25,1666,3600,1437,25,309,258,242,25,600,456,1068
25,12,10,11,25,72,135,62,25,1790,3448,1436,25,221,219,282,25,660,598,941
25,11,13,12,25,66,147,66,25,1559,3678,1559,25,270,238,235,25,442,452,1118
25,9,10,10,25,76,135,71,25,1959,3319,1713,25,163,200,227,25,481,519,1043
25,12,9,11,25,69,138,70,25,1639,3401,1704,25,240,189,214,25,568,565,891
25,10,11,10,25,71,126,70,25,1763,3002,1690,25,231,226,184,25,453,481,966
25,11,10,11,25,69,138,68,25,1698,3399,1646,25,251,243,221,25,3659,389,703
25,10,11,9,25,69,138,67,25,1652,3380,1582,25,182,249,184,25,546,367,739
25,11,10,13,25,69,141,70,25,1658,3557,1698,25,237,246,323,25,437,532,670
25,11,11,11,25,72,145,69,25,1800,3853,1682,25,226,224,234,25,422,418,1314
25,9,11,12,25,64,137,72,25,1516,3427,1761,25,214,190,242,25,383,412,651
25,10,12,14,25,68,148,69,25,1657,3694,1667,25,189,238,266,25,590,601,837
50,9,11,10,50,64,133,67,50,1495,3328,1595,50,184,218,189,50,590,371,1081
50,9,9,10,50,65,130,69,50,1513,3136,1654,50,157,202,214,50,336,553,856
50,9,10,9,50,68,140,74,50,1627,3471,1815,50,195,219,187,50,468,403,984
50,9,10,9,50,71,149,70,50,1699,3752,1676,50,168,1016,123,50,405,560,3905
50,9,11,10,50,67,153,69,50,1605,3854,1702,50,189,198,174,50,338,526,847
50,10,21,8,50,77,281,66,50,1827,6946,1634,50,166,347,125,50,355,3712,658
50,17,18,16,50,140,286,133,50,3337,7062,3293,50,322,325,309,50,544,521,549
50,18,17,17,50,143,256,133,50,3388,6182,3134,50,317,344,490,50,356,470,685
50,18,19,26,50,139,267,131,50,3259,6446,3118,50,309,349,55082,50,346,714,998
50,19,22,18,50,136,292,134,50,3242,7269,3288,50,368,323,309,50,960,586,955
50,17,18,17,50,137,282,141,50,3350,6891,3465,50,290,322,258,50,586,811,1034
50,18,13,22,50,144,279,144,50,3663,6831,3570,50,333,580,332,50,622,751,1574
50,19,15,17,50,145,291,138,50,3555,7200,3364,50,326,258,275,50,803,612,1302
50,18,14,16,50,143,270,139,50,3458,6538,3381,50,307,260,364,50,756,900,1054
50,16,15,17,50,142,262,141,50,3407,6291,3443,50,219,200,269,50,710,600,1044
50,16,16,18,50,129,263,136,50,3039,6345,3321,50,277,219,312,50,659,516,1632
50,16,14,17,50,134,283,150,50,3186,6974,3756,50,250,210,307,50,747,402,893
50,17,15,18,50,139,284,144,50,3356,7065,3545,50,275,284,251,50,520,616,926
50,13,15,15,50,129,282,136,50,3006,7112,3302,50,178,242,162,50,683,486,1432
50,14,18,14,50,142,285,132,50,3417,7094,3120,50,197,270,154,50,425,364,1222
50,14,15,15,50,138,275,130,50,3323,6750,3090,50,171,315,219,50,687,748,763
50,14,15,14,50,139,285,134,50,3329,7054,3212,50,189,232,194,50,379,462,960
50,15,14,16,50,140,281,141,50,3399,6898,3491,50,243,184,256,50,410,499,1025
50,15,13,14,50,129,279,143,50,3014,6853,3554,50,179,157,146,50,546,450,791
50,13,14,13,50,131,273,144,50,3103,6682,3551,50,131,182,133,50,540,627,656
50,16,14,16,50,146,291,148,50,3571,7236,3692,50,176,147,222,50,336,414,1058
50,14,13,14,50,141,290,134,50,3438,7205,3194,50,187,154,149,50,396,360,749
50,13,12,14,50,153,277,143,50,3805,6778,3537,50,163,179,178,50,489,491,679
50,13,13,15,50,142,283,141,50,3438,7062,3494,50,162,118,144,50,381,331,674
50,12,13,12,50,133,292,140,50,3146,7297,3487,50,139,179,130,50,391,441,960
50,13,14,12,50,134,281,136,50,3178,6910,3377,50,134,179,106,50,523,347,569
50,12,13,13,50,134,290,140,50,3180,7318,3427,50,114,141,146,50,352,479,696
50,11,12,12,50,140,276,142,50,3392,6781,3487,50,99,99,104,50,292,319,758
50,14,11,14,50,147,268,136,50,3663,6507,3297,50,149,110,195,50,509,374,569
50,12,12,12,50,137,296,139,50,3322,7592,3425,50,133,134,120,50,434,404,504
50,11,11,14,50,142,276,137,50,3489,6759,3366,50,118,102,165,50,246,266,502
50,11,11,13,50,145,300,136,50,3559,7535,3287,50,110,86,146,50,370,294,862
50,12,11,13,50,140,277,138,50,3406,6761,3344,50,140,110,138,50,482,298,646
50,11,14,13,50,148,287,138,50,3682,7084,3371,50,74,108,109,50,282,420,513
50,12,13,12,50,142,285,132,50,3459,7175,3154,50,122,104,77,50,261,217,795
50,11,12,12,50,146,259,155,50,3766,6208,3904,50,98,104,86,50,252,268,524
50,11,12,12,50,141,266,138,50,3421,6399,3368,50,91,141,77,50,318,469,525
50,13,13,11,50,137,294,138,50,3435,7355,3373,50,122,122,88,50,428,268,422
50,12,10,12,50,139,280,135,50,3343,6945,3248,50,80,48,98,50,219,246,528
50,11,12,12,50,136,281,135,50,3311,7187,3221,50,109,118,93,50,325,236,379
50,11,11,12,50,138,271,138,50,3345,6597,3375,50,93,56,97,50,304,392,399
50,10,11,13,50,125,275,149,50,2922,6818,3710,50,45,94,1236,50,257,197,543
50,11,12,12,50,146,275,135,50,3580,6760,3236,50,86,83,110,50,211,221,511
50,12,10,13,50,149,290,141,50,3745,7294,3419,50,101,69,58,50,326,284,537
50,10,12,12,50,141,275,135,50,3448,6636,3364,50,90,66,107,50,158,192,433
50,13,10,12,50,137,264,139,50,3324,6399,3385,50,101,286,104,50,199,247,703
50,9,10,11,50,135,298,135,50,3284,7574,3215,50,46,50,98,50,363,242,394
50,10,11,13,50,141,276,137,50,3373,6734,3285,50,90,98,98,50,202,279,270
50,11,10,11,50,148,288,137,50,3699,7203,3344,50,85,72,56,50,236,286,598
50,10,11,11,50,137,279,131,50,3250,6814,3109,50,78,82,77,50,186,206,420
50,10,10,11,50,143,290,145,50,3502,7255,3582,50,54,56,105,50,314,329,360
50,10,11,11,50,136,271,137,50,3251,6642,3311,50,80,82,61,50,186,214,389
75,12,11,12,75,140,260,134,75,3430,6372,3245,75,66,98,69,75,361,207,515
75,9,11,12,75,137,278,144,75,3388,6912,3534,75,32,106,72,75,264,162,339
75,11,10,10,75,143,267,129,75,3657,6491,3060,75,51,64,62,75,204,273,355
75,9,11,11,75,147,272,141,75,3651,6640,3481,75,38,60,72,75,192,212,456
75,11,10,11,75,143,277,132,75,3531,6785,3164,75,67,45,46,75,118,232,265
75,10,11,11,75,141,299,144,75,3506,7478,3561,75,48,45,72,75,208,250,322
75,12,10,11,75,145,280,145,75,3574,6812,3623,75,54,50,53,75,154,164,276
75,10,8,13,75,137,193,140,75,3281,4724,3544,75,50,59,43,75,154,161,361
75,8,8,12,75,122,233,139,75,3056,5580,3388,75,38,24,45,75,216,94,275
75,15,16,12,75,219,423,155,75,5340,10335,3657,75,94,77,34,75,206,267,392
75,15,13,16,75,224,418,207,75,5471,10143,4952,75,102,24,82,75,153,175,359
75,14,14,17,75,216,409,213,75,5173,9994,5141,75,66,45,115,75,144,210,234
75,14,14,15,75,224,413,203,75,5402,10203,4864,75,74,50,226,75,409,372,312
75,13,15,16,75,220,412,220,75,5224,10191,5483,75,43,66,77,75,214,134,450
75,13,15,18,75,216,396,213,75,5141,9682,5255,75,40,66,118,75,174,176,568
75,14,16,16,75,210,416,226,75,4914,10294,5660,75,77,173,43,75,331,278,3592
75,14,14,15,75,211,409,207,75,4958,10055,4964,75,69,65,59,75,128,386,282
75,16,16,14,75,210,410,212,75,4862,9971,5174,75,45,88,51,75,112,172,513
75,15,14,15,75,211,405,216,75,5012,9855,5384,75,62,54,32,75,376,233,488
75,14,14,14,75,211,426,205,75,5111,10462,4882,75,64,30,58,75,279,226,228
75,14,14,15,75,218,419,204,75,5322,10327,4918,75,62,26,43,75,145,186,240
75,14,14,15,75,211,424,206,75,5131,10400,5012,75,42,56,42,75,354,233,429
75,13,16,13,75,212,432,219,75,5245,10690,5409,75,45,70,30,75,252,123,202
75,14,14,14,75,216,416,200,75,5357,10256,4843,75,48,34,69,75,146,188,228
75,14,15,14,75,214,432,206,75,5245,10780,5060,75,48,43,46,75,190,192,502
75,13,15,13,75,207,421,212,75,5135,10411,5186,75,34,32,18,75,124,159,145
75,13,14,16,75,208,403,207,75,5088,9957,5052,75,59,34,50,75,196,192,220
75,13,14,15,75,208,398,201,75,5038,9620,4850,75,34,22,26,75,165,175,447
75,13,14,14,75,208,438,198,75,5019,11044,4750,75,34,38,3,75,105,132,245
75,14,13,16,75,206,416,199,75,4960,10189,4743,75,3364,35,45,75,1040,104,195
75,14,14,16,75,223,433,206,75,5566,10692,5038,75,29,48,59,75,174,177,286
75,13,13,14,75,206,437,199,75,4932,10962,4808,75,24,14,61,75,120,119,222
75,13,13,15,75,198,419,211,75,4697,10445,5130,75,22,26,30,75,77,138,176
75,13,14,14,75,205,420,209,75,4946,10330,5037,75,16,19,22,75,212,226,2820
75,13,14,14,75,210,418,203,75,5080,10232,4859,75,21,24,54,75,86,69,232
75,14,15,15,75,204,430,216,75,4916,10564,5298,75,134,60,18,75,92,202,274
75,13,13,13,75,201,421,202,75,4769,10309,4927,75,24,18,22,75,181,168,197
75,12,13,15,75,219,409,212,75,5365,10007,5201,75,19,8,48,75,82,151,193
75,12,15,14,75,204,433,195,75,4950,10681,4614,75,30,59,43,75,146,147,235
75,13,13,14,75,215,424,219,75,5340,10556,5383,75,29,16,35,75,113,110,200
75,13,14,14,75,208,419,216,75,5027,10269,5363,75,27,19,8,75,152,109,118
75,12,14,14,75,211,405,212,75,5150,9734,5238,75,2,29,34,75,96,172,202
75,13,13,13,75,209,417,203,75,5105,10236,4844,75,21,21,16,75,125,99,324
75,16,14,13,75,202,427,199,75,4831,10481,4763,75,990,16,34,75,596,74,167
75,14,13,14,75,214,401,212,75,5266,9647,5181,75,22,18,10,75,56,138,136
75,13,14,13,75,204,435,203,75,4943,10949,4911,75,27,16,19,75,116,119,289
75,13,14,14,75,216,408,218,75,5330,9985,5397,75,18,27,32,75,73,67,111
75,13,13,13,75,219,424,214,75,5337,10453,5271,75,19,18,8,75,144,115,90
75,14,14,13,75,216,415,212,75,5312,10146,5155,75,11,22,6,75,3228,99,178
75,13,14,14,75,223,394,216,75,5569,9571,5348,75,26,18,70,75,74,79,264
75,13,12,13,75,202,418,206,75,4780,10562,4997,75,22,6,21,75,42,176,79
75,12,13,14,75,198,390,203,75,4643,9421,4886,75,5,24,8,75,181,160,190
75,13,13,13,75,204,398,214,75,4844,9536,5257,75,16,19,10,75,40,61,153
75,13,14,13,75,208,407,205,75,4970,9865,4956,75,6,914,7,75,77,166,99
75,13,13,13,75,212,421,202,75,5147,10346,4905,75,8,6,5,75,876,188,252
75,13,13,13,75,202,398,201,75,4882,9726,4843,75,16,8,10,75,58,96,90
75,12,13,13,75,211,446,210,75,5182,11069,5123,75,14,10,19,75,83,354,124
100,12,13,13,100,208,416,210,100,5114,10382,5216,100,26,8,11,100,308,94,246
100,13,13,13,100,209,416,204,100,5185,10061,4911,100,14,6,2,100,75,78,64
100,12,13,14,100,200,420,217,100,4760,10270,5348,100,11,11,47,100,58,50,144
100,12,13,13,100,212,419,208,100,5156,10264,5042,100,22,14,6,100,328,79,330
100,12,10,13,100,204,313,206,100,4970,7636,4951,100,10,10,13,100,98,72,89
100,4,15,11,100,64,490,160,100,1506,11783,4017,100,0,11,29,100,50,58,126
100,16,17,20,100,286,558,276,100,6861,13983,6594,100,10,13,21,100,238,106,396
100,16,16,20,100,290,565,283,100,7118,14471,6936,100,16,2,16,100,50,44,57
100,16,17,18,100,276,540,273,100,6737,13142,6500,100,19,3,0,100,85,82,74
100,16,16,21,100,280,552,275,100,6861,13645,6491,100,22,5,10,100,286,113,315
100,16,17,18,100,269,560,294,100,6449,13756,7305,100,8,8,19,100,70,86,140
100,16,17,18,100,276,553,278,100,6639,13620,6717,100,8,16,10,100,84,119,53
100,16,17,19,100,271,536,276,100,6453,12919,6711,100,18,11,21,100,270,106,254
100,15,17,20,100,271,568,272,100,6593,14151,6574,100,11,6,30,100,52,33,152
100,17,17,18,100,280,572,281,100,6782,14103,6906,100,24,11,11,100,63,62,85
100,16,17,18,100,280,555,284,100,6843,13545,6945,100,5,8,8,100,362,150,195
100,17,18,18,100,293,603,281,100,7555,15123,6833,100,2,34,5,100,75,102,114
100,16,17,19,100,276,524,276,100,6699,12522,6634,100,7,16,21,100,39,97,167
100,16,16,18,100,270,566,280,100,6523,13961,6857,100,54,5,11,100,319,175,171
100,16,17,18,100,270,572,277,100,6478,14162,6712,100,4,6,6,100,116,27,48
100,16,17,18,100,286,543,287,100,6917,13305,7087,100,112,5,19,100,48,53,119
100,16,17,17,100,273,528,269,100,6590,12837,6443,100,6,6,3,100,175,93,228
100,16,17,18,100,282,548,282,100,6838,13397,6885,100,10,16,6,100,74,86,58
100,16,16,18,100,282,567,264,100,6858,14062,6239,100,2,3,8,100,70,32,110
100,16,16,18,100,291,566,292,100,7095,14187,7144,100,8,2,0,100,153,106,168
100,15,16,18,100,275,560,274,100,6651,13848,6599,100,0,0,6,100,52,70,68
100,16,16,18,100,283,533,264,100,6967,12943,6295,100,3,6,2,100,30,42,54
100,16,16,18,100,269,525,274,100,6466,12972,6562,100,3,18,105,100,141,116,201
100,16,16,19,100,284,537,274,100,6917,13094,6621,100,5,0,6,100,32,24,59
100,16,16,19,100,277,530,285,100,6602,12768,6983,100,11,0,2,100,47,65,44
100,16,16,17,100,276,552,269,100,6692,13567,6492,100,3,5,2,100,168,88,282
100,16,16,18,100,272,547,274,100,6450,13497,6753,100,6,0,10,100,34,26,42
100,16,17,17,100,284,539,283,100,6838,13213,7070,100,63,50,8,100,151,3214,49
100,17,16,18,100,289,566,276,100,7033,14131,6704,100,11,2,60,100,218,124,154
100,16,16,18,100,284,547,278,100,6860,13694,6758,100,5,15,18,100,45,74,150
100,16,16,17,100,284,530,267,100,6846,12913,6416,100,0,6,0,100,38,42,81
100,16,17,18,100,278,542,271,100,6651,13213,6595,100,0,13,2,100,144,156,177
100,16,16,18,100,272,532,286,100,6581,12940,6983,100,3,0,5,100,24,43,92
100,16,16,17,100,286,555,277,100,6957,13638,6817,100,8,5,3,100,30,47,27
100,16,17,17,100,289,550,289,100,7178,13499,7088,100,5,0,6,100,140,106,165
100,15,16,17,100,294,554,281,100,7603,13825,6793,100,2,8,0,100,30,66,43
100,16,16,17,100,269,543,274,100,6492,13381,6638,100,2,6,5,100,38,77,60
100,16,16,17,100,279,565,272,100,6725,13978,6497,100,0,0,0,100,149,83,154
100,15,16,18,100,288,543,285,100,7025,13280,7050,100,3,10,9,100,42,52,42
100,16,16,18,100,288,549,277,100,6982,13635,6784,100,8,3,10,100,31,78,123
100,16,16,17,100,284,562,275,100,6770,14149,6636,100,0,0,0,100,118,100,168
100,16,17,19,100,286,566,291,100,6975,14114,7254,100,6,0,1172,100,38,935,38
100,16,16,18,100,273,563,280,100,6523,14072,6817,100,2,6,18,100,22,24,154
100,15,16,17,100,276,573,274,100,6611,14260,6593,100,0,2,0,100,130,82,175
100,16,16,18,100,269,551,286,100,6481,13546,7002,100,5,0,3,100,25,24,23
100,16,16,17,100,279,546,281,100,6752,13487,6956,100,0,0,0,100,37,46,367
100,15,16,18,100,282,535,273,100,6921,13099,6618,100,0,0,0,100,90,77,172
100,16,16,17,100,289,552,277,100,7142,13583,6777,100,2,5,0,100,22,29,24
100,15,16,17,100,281,561,272,100,6760,13947,6672,100,2,2,0,100,36,44,29
100,15,16,18,100,269,557,268,100,6459,13935,6419,100,0,0,0,100,104,78,3026
100,15,16,17,100,263,552,274,100,6341,13554,6591,100,0,2,0,100,17,38,34
100,16,16,17,100,284,537,274,100,6900,13100,6653,100,7,0,0,100,32,31,23
125,16,16,17,125,278,546,274,125,6779,13312,6666,125,5,87,10,125,149,236,196
125,16,16,18,125,289,551,278,125,7216,13623,6725,125,32,2,0,125,64,49,50
125,16,16,17,125,284,558,275,125,6925,13840,6704,125,5,0,0,125,18,23,18
125,16,16,18,125,269,526,282,125,6464,12738,7079,125,0,0,0,125,124,88,324
125,16,16,17,125,282,530,290,125,6924,12935,7128,125,0,0,0,125,26,25,37
125,16,16,17,125,277,549,282,125,6697,13470,6947,125,0,0,0,125,28,25,38
125,16,16,17,125,277,539,267,125,6766,13249,6498,125,21,2,0,125,91,77,190
125,16,16,17,125,286,544,276,125,7057,13355,6701,125,3,2,0,125,77,36,30
